07/03-12:06:51.613437, 63092, TCP, raw, 1500, S2C, 23.208.104.19:80, 192.168.10.16:36602, 301:1:1, allow
07/05-13:56:46.126537, 8753236, TCP, raw, 52, C2S, 172.16.0.1:42186, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.127530, 8753250, TCP, raw, 52, C2S, 172.16.0.1:42184, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.130526, 8753283, TCP, raw, 52, C2S, 172.16.0.1:42190, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.130551, 8753293, TCP, raw, 52, C2S, 172.16.0.1:34436, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.132536, 8753318, TCP, raw, 52, C2S, 172.16.0.1:42192, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.133745, 8753341, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:40796, 301:2:1, allow
07/05-13:56:46.134539, 8753347, TCP, raw, 52, C2S, 172.16.0.1:42196, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.134997, 8753352, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39248, 301:2:1, allow
07/05-13:56:46.135563, 8753363, TCP, raw, 52, C2S, 172.16.0.1:42198, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.136531, 8753383, TCP, raw, 52, C2S, 172.16.0.1:42200, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.137537, 8753388, TCP, raw, 52, C2S, 172.16.0.1:42202, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.138540, 8753407, TCP, raw, 52, C2S, 172.16.0.1:42204, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.139561, 8753421, TCP, raw, 40, C2S, 172.16.0.1:42206, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.140536, 8753432, TCP, raw, 52, C2S, 172.16.0.1:42208, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.141541, 8753448, TCP, raw, 52, C2S, 172.16.0.1:42210, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.142006, 8753455, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:42230, 301:2:1, allow
07/05-13:56:46.142519, 8753461, TCP, raw, 52, C2S, 172.16.0.1:42214, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.143549, 8753470, TCP, raw, 52, C2S, 172.16.0.1:42212, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.147547, 8753510, TCP, raw, 52, C2S, 172.16.0.1:42216, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.149539, 8753538, TCP, raw, 52, C2S, 172.16.0.1:42220, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.150548, 8753552, TCP, raw, 52, C2S, 172.16.0.1:42222, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.151258, 8753562, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39278, 301:2:1, allow
07/05-13:56:46.151533, 8753569, TCP, raw, 52, C2S, 172.16.0.1:42224, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.151959, 8753586, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39284, 301:2:1, allow
07/05-13:56:46.152536, 8753590, TCP, raw, 52, C2S, 172.16.0.1:42218, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.154561, 8753617, TCP, raw, 52, C2S, 172.16.0.1:42228, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.155546, 8753628, TCP, raw, 52, C2S, 172.16.0.1:42232, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.156539, 8753636, TCP, raw, 52, C2S, 172.16.0.1:42236, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.158546, 8753653, TCP, raw, 52, C2S, 172.16.0.1:42240, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.159560, 8753671, TCP, raw, 355, C2S, 172.16.0.1:34366, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.159583, 8753676, TCP, raw, 395, C2S, 172.16.0.1:34348, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.159585, 8753677, TCP, raw, 418, C2S, 172.16.0.1:34354, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.159589, 8753679, TCP, raw, 407, C2S, 172.16.0.1:34368, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.159593, 8753680, TCP, raw, 427, C2S, 172.16.0.1:34364, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.160525, 8753683, TCP, raw, 52, C2S, 172.16.0.1:42244, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.161557, 8753695, TCP, raw, 52, C2S, 172.16.0.1:42242, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.162833, 8753704, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:41870, 301:2:1, allow
07/05-13:56:46.164434, 8753750, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:42262, 301:2:1, allow
07/05-13:56:46.165514, 8753764, TCP, raw, 52, C2S, 172.16.0.1:42248, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.165514, 8753765, TCP, raw, 52, C2S, 172.16.0.1:42250, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.169532, 8753819, TCP, raw, 52, C2S, 172.16.0.1:42254, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.170536, 8753830, TCP, raw, 52, C2S, 172.16.0.1:42258, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.171502, 8753846, TCP, raw, 52, C2S, 172.16.0.1:42256, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.172512, 8753855, TCP, raw, 52, C2S, 172.16.0.1:42260, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.173349, 8753869, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:42288, 301:2:1, allow
07/05-13:56:46.175544, 8753891, TCP, raw, 52, C2S, 172.16.0.1:42270, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.175549, 8753895, TCP, raw, 52, C2S, 172.16.0.1:42272, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.175604, 8753898, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:41048, 301:2:1, allow
07/05-13:56:46.176551, 8753916, TCP, raw, 52, C2S, 172.16.0.1:42274, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.178539, 8753941, TCP, raw, 52, C2S, 172.16.0.1:42276, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.178546, 8753946, TCP, raw, 52, C2S, 172.16.0.1:42278, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.180006, 8753966, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:41900, 301:2:1, allow
07/05-13:56:46.180497, 8753973, TCP, raw, 52, C2S, 172.16.0.1:42280, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.180532, 8753978, TCP, raw, 52, C2S, 172.16.0.1:42282, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.181525, 8753989, TCP, raw, 52, C2S, 172.16.0.1:42290, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.184516, 8754028, TCP, raw, 52, C2S, 172.16.0.1:42294, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.184540, 8754032, TCP, raw, 52, C2S, 172.16.0.1:42296, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.186406, 8754051, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:42312, 301:2:1, allow
07/05-13:56:46.186550, 8754058, TCP, raw, 52, C2S, 172.16.0.1:42298, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.187517, 8754068, TCP, raw, 52, C2S, 172.16.0.1:42292, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.187895, 8754078, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:41928, 301:2:1, allow
07/05-13:56:46.188545, 8754083, TCP, raw, 52, C2S, 172.16.0.1:42300, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.189551, 8754101, TCP, raw, 52, C2S, 172.16.0.1:41904, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.190429, 8754117, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:41918, 301:2:1, allow
07/05-13:56:46.191539, 8754128, TCP, raw, 52, C2S, 172.16.0.1:42304, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.192535, 8754135, TCP, raw, 52, C2S, 172.16.0.1:42306, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.193539, 8754144, TCP, raw, 52, C2S, 172.16.0.1:42302, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.194543, 8754167, TCP, raw, 52, C2S, 172.16.0.1:42308, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.195548, 8754174, TCP, raw, 52, C2S, 172.16.0.1:42310, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.196022, 8754195, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:52546, 301:2:1, allow
07/05-13:56:46.197541, 8754219, TCP, raw, 52, C2S, 172.16.0.1:42314, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.200521, 8754251, TCP, raw, 52, C2S, 172.16.0.1:42316, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.201281, 8754268, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:42334, 301:2:1, allow
07/05-13:56:46.202506, 8754276, TCP, raw, 52, C2S, 172.16.0.1:42320, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.202728, 8754282, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:41552, 301:2:1, allow
07/05-13:56:46.203571, 8754298, TCP, raw, 40, C2S, 172.16.0.1:42318, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.204538, 8754315, TCP, raw, 52, C2S, 172.16.0.1:42322, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.205531, 8754323, TCP, raw, 52, C2S, 172.16.0.1:42324, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.207526, 8754355, TCP, raw, 52, C2S, 172.16.0.1:42330, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.208530, 8754364, TCP, raw, 52, C2S, 172.16.0.1:42332, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.209529, 8754382, TCP, raw, 52, C2S, 172.16.0.1:42328, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.210540, 8754397, TCP, raw, 52, C2S, 172.16.0.1:42338, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.212519, 8754430, TCP, raw, 52, C2S, 172.16.0.1:42336, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.215532, 8754462, TCP, raw, 52, C2S, 172.16.0.1:42340, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.216531, 8754479, TCP, raw, 52, C2S, 172.16.0.1:42342, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.217546, 8754490, TCP, raw, 52, C2S, 172.16.0.1:42346, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.218564, 8754507, TCP, raw, 52, C2S, 172.16.0.1:42350, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.219557, 8754524, TCP, raw, 52, C2S, 172.16.0.1:42352, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.221522, 8754541, TCP, raw, 52, C2S, 172.16.0.1:42354, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.222002, 8754549, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:41986, 301:2:1, allow
07/05-13:56:46.222537, 8754557, TCP, raw, 40, C2S, 172.16.0.1:42356, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.223544, 8754569, TCP, raw, 52, C2S, 172.16.0.1:42358, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.224535, 8754583, TCP, raw, 52, C2S, 172.16.0.1:42360, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.225537, 8754591, TCP, raw, 52, C2S, 172.16.0.1:42362, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.226276, 8754604, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:42378, 301:2:1, allow
07/05-13:56:46.226544, 8754611, TCP, raw, 52, C2S, 172.16.0.1:42366, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.227538, 8754628, TCP, raw, 52, C2S, 172.16.0.1:42368, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.228541, 8754642, TCP, raw, 52, C2S, 172.16.0.1:39514, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.230540, 8754658, TCP, raw, 52, C2S, 172.16.0.1:42370, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.231498, 8754667, TCP, raw, 52, C2S, 172.16.0.1:42372, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.231685, 8754680, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:41992, 301:2:1, allow
07/05-13:56:46.233551, 8754712, TCP, raw, 52, C2S, 172.16.0.1:42376, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.235539, 8754727, TCP, raw, 52, C2S, 172.16.0.1:42374, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.237544, 8754755, TCP, raw, 40, C2S, 172.16.0.1:42380, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.237873, 8754761, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:42018, 301:2:1, allow
07/05-13:56:46.238492, 8754776, TCP, raw, 52, C2S, 172.16.0.1:41996, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.239536, 8754803, TCP, raw, 40, C2S, 172.16.0.1:42382, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.240541, 8754818, TCP, raw, 52, C2S, 172.16.0.1:42384, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.241544, 8754841, TCP, raw, 40, C2S, 172.16.0.1:42388, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.242069, 8754851, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:42420, 301:2:1, allow
07/05-13:56:46.242536, 8754858, TCP, raw, 52, C2S, 172.16.0.1:42390, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.243542, 8754866, TCP, raw, 40, C2S, 172.16.0.1:42394, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.244589, 8754895, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:42392, 301:2:1, allow
07/05-13:56:46.245542, 8754906, TCP, raw, 52, C2S, 172.16.0.1:42398, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.246546, 8754920, TCP, raw, 40, C2S, 172.16.0.1:42396, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.248531, 8754945, TCP, raw, 52, C2S, 172.16.0.1:42400, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.250542, 8754966, TCP, raw, 52, C2S, 172.16.0.1:42416, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.251537, 8754981, TCP, raw, 52, C2S, 172.16.0.1:41646, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.252532, 8754996, TCP, raw, 52, C2S, 172.16.0.1:42418, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.254541, 8755018, TCP, raw, 52, C2S, 172.16.0.1:42422, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.255547, 8755036, TCP, raw, 52, C2S, 172.16.0.1:42424, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.256540, 8755055, TCP, raw, 52, C2S, 172.16.0.1:42426, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.258538, 8755079, TCP, raw, 52, C2S, 172.16.0.1:42428, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.258542, 8755081, TCP, raw, 52, C2S, 172.16.0.1:42434, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.260527, 8755110, TCP, raw, 52, C2S, 172.16.0.1:42430, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.261521, 8755121, TCP, raw, 40, C2S, 172.16.0.1:42432, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.262549, 8755137, TCP, raw, 52, C2S, 172.16.0.1:42436, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.263544, 8755158, TCP, raw, 40, C2S, 172.16.0.1:42438, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.264544, 8755170, TCP, raw, 52, C2S, 172.16.0.1:42440, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.265543, 8755180, TCP, raw, 40, C2S, 172.16.0.1:42444, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.266530, 8755188, TCP, raw, 52, C2S, 172.16.0.1:42442, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.267535, 8755200, TCP, raw, 52, C2S, 172.16.0.1:42446, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.268531, 8755207, TCP, raw, 52, C2S, 172.16.0.1:42450, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.269529, 8755222, TCP, raw, 52, C2S, 172.16.0.1:42452, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.270526, 8755225, TCP, raw, 52, C2S, 172.16.0.1:42454, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.271534, 8755246, TCP, raw, 40, C2S, 172.16.0.1:42448, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.271865, 8755257, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:42086, 301:2:1, allow
07/05-13:56:46.272549, 8755266, TCP, raw, 52, C2S, 172.16.0.1:42456, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.275519, 8755305, TCP, raw, 40, C2S, 172.16.0.1:42458, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.275780, 8755315, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:40740, 301:2:1, allow
07/05-13:56:46.276539, 8755317, TCP, raw, 52, C2S, 172.16.0.1:42460, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.277543, 8755329, TCP, raw, 52, C2S, 172.16.0.1:42464, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.279533, 8755361, TCP, raw, 52, C2S, 172.16.0.1:42466, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.280532, 8755379, TCP, raw, 52, C2S, 172.16.0.1:42462, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.282521, 8755397, TCP, raw, 52, C2S, 172.16.0.1:42468, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.282540, 8755401, TCP, raw, 52, C2S, 172.16.0.1:42470, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.285531, 8755441, TCP, raw, 52, C2S, 172.16.0.1:40738, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.286539, 8755453, TCP, raw, 52, C2S, 172.16.0.1:40736, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.288529, 8755489, TCP, raw, 52, C2S, 172.16.0.1:39524, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.289538, 8755505, TCP, raw, 52, C2S, 172.16.0.1:42480, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.290533, 8755523, TCP, raw, 52, C2S, 172.16.0.1:42478, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.292533, 8755538, TCP, raw, 52, C2S, 172.16.0.1:42482, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.292537, 8755541, TCP, raw, 52, C2S, 172.16.0.1:42484, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.293535, 8755555, TCP, raw, 52, C2S, 172.16.0.1:42486, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.294550, 8755562, TCP, raw, 52, C2S, 172.16.0.1:42490, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.294996, 8755568, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:42512, 301:2:1, allow
07/05-13:56:46.296541, 8755604, TCP, raw, 52, C2S, 172.16.0.1:42496, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.297556, 8755617, TCP, raw, 52, C2S, 172.16.0.1:42498, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.298536, 8755624, TCP, raw, 52, C2S, 172.16.0.1:42502, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.299687, 8755653, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:42500, 301:2:1, allow
07/05-13:56:46.301528, 8755667, TCP, raw, 40, C2S, 172.16.0.1:42506, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.302531, 8755677, TCP, raw, 40, C2S, 172.16.0.1:42504, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.303555, 8755694, TCP, raw, 52, C2S, 172.16.0.1:42508, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.304538, 8755704, TCP, raw, 52, C2S, 172.16.0.1:42510, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.306522, 8755728, TCP, raw, 52, C2S, 172.16.0.1:42516, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.307536, 8755738, TCP, raw, 52, C2S, 172.16.0.1:40786, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.308535, 8755762, TCP, raw, 52, C2S, 172.16.0.1:40790, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.309556, 8755783, TCP, raw, 52, C2S, 172.16.0.1:42524, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.312523, 8755820, TCP, raw, 52, C2S, 172.16.0.1:42528, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.312523, 8755821, TCP, raw, 52, C2S, 172.16.0.1:40794, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.314544, 8755841, TCP, raw, 52, C2S, 172.16.0.1:42530, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.314745, 8755852, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:41056, 301:2:1, allow
07/05-13:56:46.315530, 8755861, TCP, raw, 52, C2S, 172.16.0.1:42532, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.316526, 8755873, TCP, raw, 52, C2S, 172.16.0.1:42526, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.318528, 8755902, TCP, raw, 52, C2S, 172.16.0.1:42546, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.319526, 8755912, TCP, raw, 52, C2S, 172.16.0.1:42548, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.320532, 8755928, TCP, raw, 52, C2S, 172.16.0.1:42544, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.321547, 8755935, TCP, raw, 52, C2S, 172.16.0.1:42550, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.322022, 8755944, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:42566, 301:2:1, allow
07/05-13:56:46.322540, 8755956, TCP, raw, 52, C2S, 172.16.0.1:42552, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.323548, 8755966, TCP, raw, 40, C2S, 172.16.0.1:42554, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.323555, 8755972, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:39444, 301:2:1, allow
07/05-13:56:46.323599, 8755974, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:39432, 301:2:1, allow
07/05-13:56:46.323601, 8755975, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:39438, 301:2:1, allow
07/05-13:56:46.325524, 8756004, TCP, raw, 52, C2S, 172.16.0.1:42556, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.327532, 8756020, TCP, raw, 52, C2S, 172.16.0.1:42558, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.328510, 8756033, TCP, raw, 52, C2S, 172.16.0.1:42560, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.329528, 8756044, TCP, raw, 52, C2S, 172.16.0.1:42562, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.330528, 8756063, TCP, raw, 40, C2S, 172.16.0.1:42564, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.331527, 8756074, TCP, raw, 52, C2S, 172.16.0.1:40830, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.333533, 8756117, TCP, raw, 52, C2S, 172.16.0.1:42568, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.334536, 8756133, TCP, raw, 52, C2S, 172.16.0.1:42574, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.335572, 8756154, TCP, raw, 52, C2S, 172.16.0.1:42570, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.336537, 8756162, TCP, raw, 52, C2S, 172.16.0.1:42572, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.338523, 8756175, TCP, raw, 52, C2S, 172.16.0.1:42578, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.339530, 8756191, TCP, raw, 52, C2S, 172.16.0.1:42576, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.340539, 8756212, TCP, raw, 52, C2S, 172.16.0.1:42580, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.341535, 8756226, TCP, raw, 40, C2S, 172.16.0.1:42582, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.342517, 8756235, TCP, raw, 52, C2S, 172.16.0.1:40844, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.343493, 8756248, TCP, raw, 52, C2S, 172.16.0.1:42588, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.343531, 8756251, TCP, raw, 52, C2S, 172.16.0.1:42584, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.345547, 8756281, TCP, raw, 40, C2S, 172.16.0.1:42586, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.346517, 8756293, TCP, raw, 52, C2S, 172.16.0.1:40848, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.347651, 8756312, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:42590, 301:2:1, allow
07/05-13:56:46.348569, 8756320, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:42606, 301:2:1, allow
07/05-13:56:46.349513, 8756325, TCP, raw, 52, C2S, 172.16.0.1:42594, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.350522, 8756340, TCP, raw, 52, C2S, 172.16.0.1:42598, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.351524, 8756359, TCP, raw, 52, C2S, 172.16.0.1:42592, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.352521, 8756373, TCP, raw, 52, C2S, 172.16.0.1:42596, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.353536, 8756385, TCP, raw, 52, C2S, 172.16.0.1:42600, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.353834, 8756392, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:42226, 301:2:1, allow
07/05-13:56:46.354531, 8756399, TCP, raw, 52, C2S, 172.16.0.1:42602, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.355533, 8756413, TCP, raw, 52, C2S, 172.16.0.1:34444, 192.168.10.50:80, 301:2:1, allow
07/05-13:56:46.356584, 8756427, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:34442, 301:2:1, allow
