07/05-11:42:57.616982, 2958, UDP, raw, 151, C2S, fe80::6d07:ea13:6f73:ed41:546, ff02::1:2:547, 301:1:1, allow
07/05-13:57:02.187152, 8792711, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46550, 301:1:1, allow
07/05-13:57:02.187173, 8792712, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46552, 301:1:1, allow
07/05-13:57:02.189155, 8792732, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46556, 301:1:1, allow
07/05-13:57:02.193137, 8792784, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46562, 301:1:1, allow
07/05-13:57:02.194125, 8792793, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46564, 301:1:1, allow
07/05-13:57:02.196098, 8792828, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46566, 301:1:1, allow
07/05-13:57:02.196174, 8792831, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46570, 301:1:1, allow
07/05-13:57:02.200083, 8792880, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46576, 301:1:1, allow
07/05-13:57:02.202146, 8792897, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46580, 301:1:1, allow
07/05-13:57:02.205114, 8792943, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46584, 301:1:1, allow
07/05-13:57:02.208146, 8792981, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46590, 301:1:1, allow
07/05-13:57:02.209162, 8792995, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46594, 301:1:1, allow
07/05-13:57:02.214125, 8793059, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46602, 301:1:1, allow
07/05-13:57:02.223137, 8793159, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46614, 301:1:1, allow
07/05-13:57:02.223139, 8793160, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46612, 301:1:1, allow
07/05-13:57:02.224154, 8793180, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46616, 301:1:1, allow
07/05-13:57:02.225111, 8793196, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46622, 301:1:1, allow
07/05-13:57:02.225115, 8793197, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46618, 301:1:1, allow
07/05-13:57:02.225119, 8793198, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46620, 301:1:1, allow
07/05-13:57:02.225134, 8793199, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46624, 301:1:1, allow
07/05-13:57:02.227117, 8793232, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46626, 301:1:1, allow
07/05-13:57:02.229148, 8793258, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46632, 301:1:1, allow
07/05-13:57:02.234091, 8793316, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46638, 301:1:1, allow
07/05-13:57:02.234145, 8793317, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46640, 301:1:1, allow
07/05-13:57:02.236112, 8793350, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46642, 301:1:1, allow
07/05-13:57:02.241119, 8793410, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46652, 301:1:1, allow
07/05-13:57:02.241136, 8793411, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46654, 301:1:1, allow
07/05-13:57:02.243090, 8793436, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46656, 301:1:1, allow
07/05-13:57:02.243165, 8793439, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44334, 301:1:1, allow
07/05-13:57:02.244086, 8793446, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46658, 301:1:1, allow
07/05-13:57:02.245144, 8793463, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46660, 301:1:1, allow
07/05-13:57:02.246133, 8793476, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46662, 301:1:1, allow
07/05-13:57:02.247123, 8793485, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46664, 301:1:1, allow
07/05-13:57:02.249120, 8793509, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46666, 301:1:1, allow
07/05-13:57:02.259111, 8793650, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46686, 301:1:1, allow
07/05-13:57:02.259159, 8793651, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44340, 301:1:1, allow
07/05-13:57:02.261088, 8793671, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46688, 301:1:1, allow
07/05-13:57:02.262094, 8793686, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46690, 301:1:1, allow
07/05-13:57:02.263088, 8793702, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46692, 301:1:1, allow
07/05-13:57:02.266089, 8793735, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46696, 301:1:1, allow
07/05-13:57:02.274127, 8793846, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46712, 301:1:1, allow
07/05-13:57:02.274147, 8793847, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46714, 301:1:1, allow
07/05-13:57:02.276130, 8793876, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46716, 301:1:1, allow
07/05-13:57:02.279097, 8793917, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46722, 301:1:1, allow
07/05-13:57:02.280081, 8793930, TCP, raw, 60, C2S, 172.16.0.1:46724, 192.168.10.50:80, 301:1:1, allow
07/05-13:57:02.281145, 8793943, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46728, 301:1:1, allow
07/05-13:57:02.281159, 8793944, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46726, 301:1:1, allow
07/05-13:57:02.283108, 8793973, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46730, 301:1:1, allow
07/05-13:57:02.286089, 8794015, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46734, 301:1:1, allow
07/05-13:57:02.286137, 8794016, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46736, 301:1:1, allow
07/05-13:57:02.291153, 8794077, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44350, 301:1:1, allow
07/05-13:57:02.291163, 8794078, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44352, 301:1:1, allow
07/05-13:57:02.294131, 8794124, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46750, 301:1:1, allow
07/05-13:57:02.296089, 8794144, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46752, 301:1:1, allow
07/05-13:57:02.296090, 8794145, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46754, 301:1:1, allow
07/05-13:57:02.299118, 8794185, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46758, 301:1:1, allow
07/05-13:57:02.301139, 8794208, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46762, 301:1:1, allow
07/05-13:57:02.303120, 8794231, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46766, 301:1:1, allow
07/05-13:57:02.304095, 8794245, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46768, 301:1:1, allow
07/05-13:57:02.305142, 8794259, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46770, 301:1:1, allow
07/05-13:57:02.307165, 8794287, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46774, 301:1:1, allow
07/05-13:57:02.307178, 8794288, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46776, 301:1:1, allow
07/05-13:57:02.309118, 8794312, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46778, 301:1:1, allow
07/05-13:57:02.311118, 8794334, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46782, 301:1:1, allow
07/05-13:57:02.312090, 8794345, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46784, 301:1:1, allow
07/05-13:57:02.314102, 8794369, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46786, 301:1:1, allow
07/05-13:57:02.315121, 8794384, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46788, 301:1:1, allow
07/05-13:57:02.320142, 8794459, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46798, 301:1:1, allow
07/05-13:57:02.326118, 8794530, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46808, 301:1:1, allow
07/05-13:57:02.327085, 8794544, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46810, 301:1:1, allow
07/05-13:57:02.327130, 8794547, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46812, 301:1:1, allow
07/05-13:57:02.328124, 8794561, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46814, 301:1:1, allow
07/05-13:57:02.329111, 8794570, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46816, 301:1:1, allow
07/05-13:57:02.331114, 8794600, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46818, 301:1:1, allow
07/05-13:57:02.332152, 8794615, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46822, 301:1:1, allow
07/05-13:57:02.333132, 8794630, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46824, 301:1:1, allow
07/05-13:57:02.335113, 8794652, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46826, 301:1:1, allow
07/05-13:57:02.337077, 8794672, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46828, 301:1:1, allow
07/05-13:57:02.338151, 8794693, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46830, 301:1:1, allow
07/05-13:57:02.338153, 8794694, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46832, 301:1:1, allow
07/05-13:57:02.340090, 8794723, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46834, 301:1:1, allow
07/05-13:57:02.340092, 8794724, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46836, 301:1:1, allow
07/05-13:57:02.342138, 8794741, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46838, 301:1:1, allow
07/05-13:57:02.343167, 8794758, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46840, 301:1:1, allow
07/05-13:57:02.345146, 8794783, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46844, 301:1:1, allow
07/05-13:57:02.346087, 8794793, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46846, 301:1:1, allow
07/05-13:57:02.346160, 8794796, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46848, 301:1:1, allow
07/05-13:57:02.349138, 8794843, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46852, 301:1:1, allow
07/05-13:57:02.355105, 8794926, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44358, 301:1:1, allow
07/05-13:57:02.361088, 8794994, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46874, 301:1:1, allow
07/05-13:57:02.366121, 8795056, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46882, 301:1:1, allow
07/05-13:57:02.367082, 8795065, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46884, 301:1:1, allow
07/05-13:57:02.367104, 8795069, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46886, 301:1:1, allow
07/05-13:57:02.369142, 8795087, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46890, 301:1:1, allow
07/05-13:57:02.371101, 8795115, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46892, 301:1:1, allow
07/05-13:57:02.371118, 8795116, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44362, 301:1:1, allow
07/05-13:57:02.372127, 8795127, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46894, 301:1:1, allow
07/05-13:57:02.374105, 8795165, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46896, 301:1:1, allow
07/05-13:57:02.376136, 8795179, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46902, 301:1:1, allow
07/05-13:57:02.378139, 8795213, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46906, 301:1:1, allow
07/05-13:57:02.378140, 8795214, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46908, 301:1:1, allow
07/05-13:57:02.379151, 8795231, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46910, 301:1:1, allow
07/05-13:57:02.382131, 8795266, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46914, 301:1:1, allow
07/05-13:57:02.383151, 8795285, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46916, 301:1:1, allow
07/05-13:57:02.385134, 8795313, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46922, 301:1:1, allow
07/05-13:57:02.387087, 8795338, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44366, 301:1:1, allow
07/05-13:57:02.387098, 8795339, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44364, 301:1:1, allow
07/05-13:57:02.388112, 8795348, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46924, 301:1:1, allow
07/05-13:57:02.391136, 8795397, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46930, 301:1:1, allow
07/05-13:57:02.393124, 8795417, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46934, 301:1:1, allow
07/05-13:57:02.394086, 8795432, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46936, 301:1:1, allow
07/05-13:57:02.398091, 8795493, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46944, 301:1:1, allow
07/05-13:57:02.401139, 8795529, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46950, 301:1:1, allow
07/05-13:57:02.403112, 8795562, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46952, 301:1:1, allow
07/05-13:57:02.403151, 8795564, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44368, 301:1:1, allow
07/05-13:57:02.406112, 8795605, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46958, 301:1:1, allow
07/05-13:57:02.409136, 8795637, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46964, 301:1:1, allow
07/05-13:57:02.415094, 8795717, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46974, 301:1:1, allow
07/05-13:57:02.420138, 8795793, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46986, 301:1:1, allow
07/05-13:57:02.422137, 8795817, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46988, 301:1:1, allow
07/05-13:57:02.424124, 8795847, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46994, 301:1:1, allow
07/05-13:57:02.428097, 8795896, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47000, 301:1:1, allow
07/05-13:57:02.430080, 8795917, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47002, 301:1:1, allow
07/05-13:57:02.433095, 8795958, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47006, 301:1:1, allow
07/05-13:57:02.434147, 8795977, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47012, 301:1:1, allow
07/05-13:57:02.437109, 8796006, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47016, 301:1:1, allow
07/05-13:57:02.438079, 8796017, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47018, 301:1:1, allow
07/05-13:57:02.438133, 8796018, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47020, 301:1:1, allow
07/05-13:57:02.441089, 8796060, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47022, 301:1:1, allow
07/05-13:57:02.442141, 8796076, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47026, 301:1:1, allow
07/05-13:57:02.447146, 8796146, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47036, 301:1:1, allow
07/05-13:57:02.449110, 8796165, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47038, 301:1:1, allow
07/05-13:57:02.451145, 8796195, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47042, 301:1:1, allow
07/05-13:57:02.451160, 8796196, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44380, 301:1:1, allow
07/05-13:57:02.455139, 8796248, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47050, 301:1:1, allow
07/05-13:57:02.457110, 8796267, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47054, 301:1:1, allow
07/05-13:57:02.459114, 8796294, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47058, 301:1:1, allow
07/05-13:57:02.460110, 8796308, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47060, 301:1:1, allow
07/05-13:57:02.461082, 8796323, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47062, 301:1:1, allow
07/05-13:57:02.464085, 8796369, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47064, 301:1:1, allow
07/05-13:57:02.464108, 8796370, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47066, 301:1:1, allow
07/05-13:57:02.464111, 8796371, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47068, 301:1:1, allow
07/05-13:57:02.466081, 8796397, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47070, 301:1:1, allow
07/05-13:57:02.472113, 8796474, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47082, 301:1:1, allow
07/05-13:57:02.473143, 8796488, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47084, 301:1:1, allow
07/05-13:57:02.474085, 8796495, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47086, 301:1:1, allow
07/05-13:57:02.476121, 8796530, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47088, 301:1:1, allow
07/05-13:57:02.476128, 8796532, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47090, 301:1:1, allow
07/05-13:57:02.478066, 8796544, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47092, 301:1:1, allow
07/05-13:57:02.478085, 8796548, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47094, 301:1:1, allow
07/05-13:57:02.480117, 8796578, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47096, 301:1:1, allow
07/05-13:57:02.483096, 8796616, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47104, 301:1:1, allow
07/05-13:57:02.488098, 8796676, TCP, raw, 60, C2S, 172.16.0.1:47110, 192.168.10.50:80, 301:1:1, allow
07/05-13:57:02.488178, 8796682, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47114, 301:1:1, allow
07/05-13:57:02.496126, 8796781, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47126, 301:1:1, allow
07/05-13:57:02.499146, 8796816, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44398, 301:1:1, allow
07/05-13:57:02.499157, 8796817, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44390, 301:1:1, allow
07/05-13:57:02.500104, 8796839, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47134, 301:1:1, allow
07/05-13:57:02.501097, 8796852, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47136, 301:1:1, allow
07/05-13:57:02.503112, 8796874, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47138, 301:1:1, allow
07/05-13:57:02.503161, 8796875, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47140, 301:1:1, allow
07/05-13:57:02.510095, 8796978, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47152, 301:1:1, allow
07/05-13:57:02.514145, 8797021, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47160, 301:1:1, allow
07/05-13:57:02.515128, 8797038, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44400, 301:1:1, allow
07/05-13:57:02.519140, 8797098, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47168, 301:1:1, allow
07/05-13:57:02.523145, 8797155, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47176, 301:1:1, allow
07/05-13:57:02.531149, 8797262, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44410, 301:1:1, allow
07/05-13:57:02.533131, 8797283, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47194, 301:1:1, allow
07/05-13:57:02.535156, 8797302, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47196, 301:1:1, allow
07/05-13:57:02.536172, 8797319, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47200, 301:1:1, allow
07/05-13:57:02.539177, 8797356, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47202, 301:1:1, allow
07/05-13:57:02.540114, 8797367, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47204, 301:1:1, allow
07/05-13:57:02.543096, 8797399, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47206, 301:1:1, allow
07/05-13:57:02.546130, 8797441, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47210, 301:1:1, allow
07/05-13:57:02.549188, 8797469, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47212, 301:1:1, allow
07/05-13:57:02.554106, 8797530, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47216, 301:1:1, allow
07/05-13:57:02.559172, 8797577, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47222, 301:1:1, allow
07/05-13:57:02.560141, 8797583, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47224, 301:1:1, allow
07/05-13:57:02.569080, 8797700, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47236, 301:1:1, allow
07/05-13:57:02.575095, 8797766, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47246, 301:1:1, allow
07/05-13:57:02.577121, 8797795, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47250, 301:1:1, allow
07/05-13:57:02.579095, 8797828, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47252, 301:1:1, allow
07/05-13:57:02.579120, 8797830, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47254, 301:1:1, allow
07/05-13:57:02.580113, 8797842, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47256, 301:1:1, allow
07/05-13:57:02.581103, 8797854, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47258, 301:1:1, allow
07/05-13:57:02.583143, 8797875, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47260, 301:1:1, allow
07/05-13:57:02.584127, 8797892, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47264, 301:1:1, allow
07/05-13:57:02.590096, 8797963, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47270, 301:1:1, allow
07/05-13:57:02.590103, 8797965, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47272, 301:1:1, allow
07/05-13:57:02.592128, 8797990, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47274, 301:1:1, allow
07/05-13:57:02.593160, 8798003, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47278, 301:1:1, allow
07/05-13:57:02.597090, 8798055, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47284, 301:1:1, allow
07/05-13:57:02.599151, 8798076, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47286, 301:1:1, allow
07/05-13:57:02.600121, 8798089, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47288, 301:1:1, allow
07/05-13:57:02.601098, 8798101, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47290, 301:1:1, allow
07/05-13:57:02.602092, 8798111, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47292, 301:1:1, allow
07/05-13:57:02.602139, 8798112, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47294, 301:1:1, allow
07/05-13:57:02.606071, 8798163, TCP, raw, 60, C2S, 172.16.0.1:47300, 192.168.10.50:80, 301:1:1, allow
07/05-13:57:02.607110, 8798181, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47304, 301:1:1, allow
07/05-13:57:02.607135, 8798182, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47302, 301:1:1, allow
07/05-13:57:02.609090, 8798209, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47306, 301:1:1, allow
07/05-13:57:02.610150, 8798225, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47308, 301:1:1, allow
07/05-13:57:02.611127, 8798244, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44412, 301:1:1, allow
07/05-13:57:02.612089, 8798261, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47312, 301:1:1, allow
07/05-13:57:02.614104, 8798280, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47314, 301:1:1, allow
07/05-13:57:02.616077, 8798310, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47316, 301:1:1, allow
07/05-13:57:02.616078, 8798311, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47318, 301:1:1, allow
07/05-13:57:02.617118, 8798319, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47320, 301:1:1, allow
07/05-13:57:02.618109, 8798332, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47322, 301:1:1, allow
07/05-13:57:02.619100, 8798349, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47324, 301:1:1, allow
07/05-13:57:02.619128, 8798350, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47326, 301:1:1, allow
07/05-13:57:02.622091, 8798390, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47330, 301:1:1, allow
07/05-13:57:02.623137, 8798400, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47332, 301:1:1, allow
07/05-13:57:02.633113, 8798537, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47350, 301:1:1, allow
